level,topic,subtopic,question label
2,ESRS S3,S3-4,Disclosure of key action
3,ESRS S3,S3-4,Status of key action
3,ESRS S3,S3-4,Time horizon under which key action is to be completed
3,ESRS S3,S3-4,Year when key action is to be completed
2,ESRS S3,S3-4,Disclosure of expected outcomes of key action and how its implementation contributes to achievement of policy objectives and targets
2,ESRS S3,S3-4,Description of scope of key action
2,ESRS S3,S3-4,Key action is taken to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts
3,ESRS S3,S3-4,Action to provide or enable remedy in relation to actual material impact on own workforce / value chain workers / affected communities / consumers and end-users has been taken
4,ESRS S3,S3-4,Disclosure of how action to provide or enable remedy in relation to actual material impact on own workforce / value chain workers / affected communities / consumers and end-users has been taken
2,ESRS S3,S3-4,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods
1,ESRS S3,S3-4,"Minimum Disclosure Requirement - resources to manage material impacts, risks and opportunities related to affected communities"
2,ESRS S3,S3-4,Disclosure of significant operational expenditures (Opex) and (or) capital expenditures (Capex) required for implementation of action plan
3,ESRS S3,S3-4,Name or identifier of action (plan)
3,ESRS S3,S3-4,Description of type of current and future financial and other resources allocated to action plan
3,ESRS S3,S3-4,Ability to implement action or action plan depends on specific preconditions
3,ESRS S3,S3-4,Explanation of how current financial resources relate to most relevant amounts presented in financial statements
1,ESRS S3,S3-4,"Minimum Disclosure Requirement - resources to manage material impacts, risks and opportunities related to affected communities - detailed"
2,ESRS S3,S3-4,Financial resources allocated to action plan (OpEx)
2,ESRS S3,S3-4,Financial resources allocated to action plan (CapEx)
1,ESRS S3,S3-2,Processes for engaging with affected communities about impacts
2,ESRS S3,S3-2,Disclosure of general processes for engaging with people in own workforce / value chain workers / affected communities / consumers and end-users and their representatives about actual and potential impacts
3,ESRS S3,S3-2,Perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
4,ESRS S3,S3-2,Disclosure of how perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
3,ESRS S3,S3-2,Groups for which engagement occurs (affected communities)
3,ESRS S3,S3-2,"Disclosure of stage(s) at which engagement occurs, type of engagement and frequency of engagement"
3,ESRS S3,S3-2,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertaking's approach
3,ESRS S3,S3-2,Disclosure of how effectiveness of engagement with own workforce / value chain workers / affected communities / consumers and end-users is assessed
3,ESRS S3,S3-2,Disclosure of steps taken to gain insight into perspectives of affected communities that may be particularly vulnerable to impacts and (or) marginalised and into perspective of specific groups within affected communities
3,ESRS S3,S3-2,Affected communities are indigenous peoples
4,ESRS S3,S3-2,"Disclosure of how respect for indigenous peoples particular rights in stakeholder engagement approach is taken into account and ensured with regard to their cultural, intellectual, religious and spiritual property"
4,ESRS S3,S3-2,Disclosure of how respect for indigenous peoples particular rights in stakeholder engagement approach is taken into account and ensured with regard to activities affecting their lands and territories
4,ESRS S3,S3-2,Disclosure of how respect for indigenous peoples particular rights in stakeholder engagement approach is taken into account and ensured with regard to legislative or administrative measures that affect them
3,ESRS S3,S3-2,Indigenous peoples have been consulted on mode and parameters of engagement
4,ESRS S3,S3-2,Disclosure of how indigenous peoples have been consulted on mode and parameters of engagement
3,ESRS S3,S3-2,General process to engage with own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
4,ESRS S3,S3-2,Disclosure of timeframe for adoption of general process to engage with own workforce / value chain workers / affected communities / consumers and end-users
1,ESRS S3,S3-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (affected communities)"
2,ESRS S3,S3-5,Disclosure of time-bound and outcome-oriented targets
3,ESRS S3,S3-5,Disclosure of process for setting time-bound and outcome-oriented targets
4,ESRS S3,S3-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets"
5,ESRS S3,S3-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets"
4,ESRS S3,S3-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets"
5,ESRS S3,S3-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets"
4,ESRS S3,S3-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance"
5,ESRS S3,S3-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance"
1,ESRS S3,S3-5,"Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on affected communities"
2,ESRS S3,S3-5,Disclosure of measurable outcome-oriented and time-bound target
3,ESRS S3,S3-5,Name or identifier of target
3,ESRS S3,S3-5,"Name or identifier of related impacts, risks and opportunities"
3,ESRS S3,S3-5,"Target relationship to impacts, risks and opportunities"
3,ESRS S3,S3-5,Name or identifier of related policy
3,ESRS S3,S3-5,Measurable target (absolute value)
3,ESRS S3,S3-5,Measurable target (percentage)
3,ESRS S3,S3-5,Absolute or relative target
3,ESRS S3,S3-5,ESRS metric(s) used for target
3,ESRS S3,S3-5,Description of scope of target
3,ESRS S3,S3-5,Baseline value of measurable target (absolute value)
3,ESRS S3,S3-5,Baseline value of measurable target (percentage)
3,ESRS S3,S3-5,Base year from which progress is measured
3,ESRS S3,S3-5,Period to which target applies
3,ESRS S3,S3-5,Indication of milestones or interim targets
